genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.669			2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.670			Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.673			Ribonuclease Z (EC 3.1.26.11)	Ribonuclease Z (EC 3.1.26.11)	RNA Processing	RNA Processing	RNA processing and modification	RNA processing and degradation, bacterial
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.677			NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.677			NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.677			NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.678			NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.678			NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.678			NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.679			NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.679			NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.679			NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.680			NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.680			NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.680			NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.681			NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.681			NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.681			NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.682			NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.682			NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.682			NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.683			NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.683			NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.683			NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.684			NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.684			NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.684			NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.685			NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.685			NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.685			NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.686			NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.686			NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.686			NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.687			NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.687			NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.687			NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.687			NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.687			NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.687			NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.688			NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.688			NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.688			NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.689			NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.689			NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.689			NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	Energy	Respiration	Electron donating reactions	Respiratory Complex I
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.698			Acetate kinase (EC 2.7.2.1)	Acetate kinase (EC 2.7.2.1)	Metabolism	Carbohydrates	Sugar alcohols	Ethanolamine utilization
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.698			Acetate kinase (EC 2.7.2.1)	Acetate kinase (EC 2.7.2.1)	Energy	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Lactate
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.698			Acetate kinase (EC 2.7.2.1)	Acetate kinase (EC 2.7.2.1)	Energy	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Mixed acid
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.698			Acetate kinase (EC 2.7.2.1)	Acetate kinase (EC 2.7.2.1)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.699			BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)	Phosphate acetyltransferase (EC 2.3.1.8)	Metabolism	Carbohydrates	Sugar alcohols	Ethanolamine utilization
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.699			BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)	Phosphate acetyltransferase (EC 2.3.1.8)	Energy	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Lactate
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.699			BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)	Phosphate acetyltransferase (EC 2.3.1.8)	Energy	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Mixed acid
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.699			BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)	Phosphate acetyltransferase (EC 2.3.1.8)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.703			Probable glutathione S-transferase (EC 2.5.1.18), YfcF homolog	Probable glutathione S-transferase (EC 2.5.1.18), YfcF homolog	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Glutathione: Non-redox reactions
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.704			Probable glutathione S-transferase (EC 2.5.1.18), YfcG homolog	Probable glutathione S-transferase (EC 2.5.1.18), YfcG homolog	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Glutathione: Non-redox reactions
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.705			D-erythro-7,8-dihydroneopterin triphosphate epimerase	D-erythro-7,8-dihydroneopterin triphosphate epimerase	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.723			D-lactate dehydrogenase (EC 1.1.1.28)	D-lactate dehydrogenase (EC 1.1.1.28)	Energy	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Lactate
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.723			D-lactate dehydrogenase (EC 1.1.1.28)	D-lactate dehydrogenase (EC 1.1.1.28)	Energy	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Mixed acid
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.729			tRNA-dihydrouridine(16) synthase	tRNA-dihydrouridine(16) synthase	Cellular Processes	Cell Cycle, Cell Division and Death	Programmed Cell Death and Toxin-antitoxin Systems	Murein hydrolase regulation and cell death
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.732			Cytidine deaminase (EC 3.5.4.5)	Cytidine deaminase (EC 3.5.4.5)	Cellular Processes	Cell Cycle, Cell Division and Death	Programmed Cell Death and Toxin-antitoxin Systems	Murein hydrolase regulation and cell death
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.735			NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (EC 1.3.1.1)	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (EC 1.3.1.1)	Metabolism	Nucleosides and Nucleotides	Pyrimidines	Dihydropyrimidine dehydrogenase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.736			NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (EC 1.3.1.1)	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (EC 1.3.1.1)	Metabolism	Nucleosides and Nucleotides	Pyrimidines	Dihydropyrimidine dehydrogenase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.738			Galactose/methyl galactoside ABC transport system, permease protein MglC (TC 3.A.1.2.3)	Galactose/methyl galactoside ABC transport system, permease protein MglC (TC 3.A.1.2.3)	Metabolism	Carbohydrates	Di- and oligosaccharides	Galactose utilization
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.739			Galactose/methyl galactoside ABC transport system, ATP-binding protein MglA (EC 3.6.3.17)	Galactose/methyl galactoside ABC transport system, ATP-binding protein MglA (EC 3.6.3.17)	Metabolism	Carbohydrates	Di- and oligosaccharides	Galactose utilization
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.740			Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)	Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)	Metabolism	Carbohydrates	Di- and oligosaccharides	Galactose utilization
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.743			GTP cyclohydrolase I (EC 3.5.4.16) type 1	GTP cyclohydrolase I (EC 3.5.4.16) type 1	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.743			GTP cyclohydrolase I (EC 3.5.4.16) type 1	GTP cyclohydrolase I (EC 3.5.4.16) type 1	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate biosynthesis cluster
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.743			GTP cyclohydrolase I (EC 3.5.4.16) type 1	GTP cyclohydrolase I (EC 3.5.4.16) type 1	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Molybdenum cofactor biosynthesis
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.744			S-formylglutathione hydrolase (EC 3.1.2.12)	S-formylglutathione hydrolase (EC 3.1.2.12)	Metabolism	Metabolite damage and its repair or mitigation		Glutathione-dependent pathway of formaldehyde detoxification
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.764			Elongation factor P-like protein	Elongation factor P-like protein	Protein Processing	Protein Synthesis	Translation	Translation elongation factors, bacterial
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.769			c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeN	c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeN	Regulation And Cell Signaling	Regulation and Cell signaling		Cyclic Di-GMP Turnover Proteins
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.770			ABC transporter, substrate-binding protein YejA	ABC transporter, substrate-binding protein YejA	Membrane Transport	Membrane Transport	ABC transporters	ABC transporter YeiABEF
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.771			ABC transporter, permease protein YejB	ABC transporter, permease protein YejB	Membrane Transport	Membrane Transport	ABC transporters	ABC transporter YeiABEF
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.772			ABC transporter, permease protein YejE	ABC transporter, permease protein YejE	Membrane Transport	Membrane Transport	ABC transporters	ABC transporter YeiABEF
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.773			ABC transporter, ATP-binding protein YejF	ABC transporter, ATP-binding protein YejF	Membrane Transport	Membrane Transport	ABC transporters	ABC transporter YeiABEF
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.775			Multidrug resistance transporter => Bicyclomycin resistance protein Bcr	Multidrug resistance transporter => Bicyclomycin resistance protein Bcr	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Bicyclomycin resistance cluster
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.776			Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19)	Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Bicyclomycin resistance cluster
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.776			Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19)	Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19)	RNA Processing	RNA Processing	RNA processing and modification	RNA pseudouridine synthases
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.777			ATP-dependent RNA helicase YejH	ATP-dependent RNA helicase YejH	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Bicyclomycin resistance cluster
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.778			LSU ribosomal protein L25p	LSU ribosomal protein L25p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.786			Cytochrome c heme lyase subunit CcmL / Cytochrome c heme lyase subunit CcmH	Cytochrome c heme lyase subunit CcmH	Energy	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.786			Cytochrome c heme lyase subunit CcmL / Cytochrome c heme lyase subunit CcmH	Cytochrome c heme lyase subunit CcmL	Energy	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.787			Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	Energy	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.787			Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Periplasmic disulfide interchange
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.788			Cytochrome c heme lyase subunit CcmF	Cytochrome c heme lyase subunit CcmF	Energy	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.789			Cytochrome c-type biogenesis protein CcmE, heme chaperone	Cytochrome c-type biogenesis protein CcmE, heme chaperone	Energy	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.790			Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	Energy	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.791			Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	Energy	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.791			Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Periplasmic disulfide interchange
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.792			ABC transporter involved in cytochrome c biogenesis, CcmB subunit	ABC transporter involved in cytochrome c biogenesis, CcmB subunit	Energy	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.793			ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA	ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA	Energy	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.803			Malate:quinone oxidoreductase (EC 1.1.5.4)	Malate:quinone oxidoreductase (EC 1.1.5.4)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.808			Outer membrane porin OmpC	Outer membrane porin OmpC	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Outer membrane
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.811			D-aminoacyl-tRNA deacylase (EC 3.1.1.96)	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)	Metabolism	Metabolite damage and its repair or mitigation		D-tyrosyl-tRNA(Tyr) deacylase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.811			D-aminoacyl-tRNA deacylase (EC 3.1.1.96)	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)	Regulation And Cell Signaling	Regulation and Cell signaling		Stringent Response, (p)ppGpp metabolism
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.811			D-aminoacyl-tRNA deacylase (EC 3.1.1.96)	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Tyr
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.814			Antitoxin to RelE-like translational repressor toxin	Antitoxin to RelE-like translational repressor toxin	Cellular Processes	Cell Cycle, Cell Division and Death	Programmed Cell Death and Toxin-antitoxin Systems	A new toxin - antitoxin system
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.818			Formate dehydrogenase O gamma subunit (EC 1.2.1.2)	Formate dehydrogenase O gamma subunit (EC 1.2.1.2)	Energy	Respiration	Electron donating reactions	Formate dehydrogenase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.819			Formate dehydrogenase O beta subunit (EC 1.2.1.2)	Formate dehydrogenase O beta subunit (EC 1.2.1.2)	Energy	Respiration	Electron donating reactions	Formate dehydrogenase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.820			Formate dehydrogenase O alpha subunit (EC 1.2.1.2) @ selenocysteine-containing	Formate dehydrogenase O alpha subunit (EC 1.2.1.2)	Energy	Respiration	Electron donating reactions	Formate dehydrogenase
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.820			Formate dehydrogenase O alpha subunit (EC 1.2.1.2) @ selenocysteine-containing	selenocysteine-containing	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Selenoproteins	Selenocysteine metabolism
562.2283	Escherichia coli GSK2023	fig|562.2283.peg.821			Formate dehydrogenase O alpha subunit (EC 1.2.1.2) @ selenocysteine-containing	Formate dehydrogenase O alpha subunit (EC 1.2.1.2)	Energy	Respiration	Electron donating reactions	Formate dehydrogenase
