genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_715			725967	726173	+	207	ybfA	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_716			726416	730609	+	4194	rhsC	rhsC element core protein RshC				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_4598			730609	730935	+	327	ybfB	putative membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_718			732483	733052	+	570	ybfC	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_721			734925	735686	+	762	ybfD	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_722			735834	736343	+	510	ybgA	conserved protein, DUF1722 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_723			736340	737758	+	1419	phr	deoxyribodipyrimidine photolyase, FAD-binding				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_724			737908	739389	-	1482	dtpD	dipeptide and tripeptide permease D				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_725			739660	740403	+	744	ybgI	conserved metal-binding protein, NIF3 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_726			740426	741082	+	657	ybgJ	putative allophanate hydrolase, subunit 1				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_727			741076	742008	+	933	ybgK	putative allophanate hydrolase, subunit 2				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_728			741998	742732	+	735	ybgL	conserved protein, UPF0271 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_730			742768	743559	+	792	nei	endonuclease VIII/ 5-formyluracil/5-hydroxymethyluracil DNA glycosylase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_729			743556	744602	-	1047	abrB	regulator of aidB expression; inner membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_731			744754	745815	-	1062	ybgO	putative fimbrial-like adhesin protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_732			745812	746540	-	729	ybgP	putative periplasmic pilus chaperone				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_733			746555	749002	-	2448	ybgQ	putative outer membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_734			749062	749628	-	567	ybgD	putative fimbrial-like adhesin protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_735			750018	751301	-	1284	gltA	citrate synthase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_736			752010	752399	+	390	sdhC	succinate dehydrogenase, membrane subunit, binds cytochrome b556				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_737			752393	752740	+	348	sdhD	succinate dehydrogenase, membrane subunit, binds cytochrome b556				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_738			752740	754506	+	1767	sdhA	succinate dehydrogenase, flavoprotein subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_739			754522	755238	+	717	sdhB	succinate dehydrogenase, FeS subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_740			755539	758340	+	2802	sucA	2-oxoglutarate decarboxylase, thiamin-requiring				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_741			758355	759572	+	1218	sucB	dihydrolipoyltranssuccinase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_742			759847	761013	+	1167	sucC	succinyl-CoA synthetase, beta subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_743			761013	761882	+	870	sucD	succinyl-CoA synthetase, NAD(P)-binding, alpha subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_744			761986	762708	-	723	mngR	DNA-binding transcriptional dual regulator, fatty-acyl-binding				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_745			762817	764793	+	1977	mngA	fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_746			764811	767444	+	2634	mngB	alpha-mannosidase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_748			768291	769859	+	1569	cydA	cytochrome d terminal oxidase, subunit I				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_749			769875	771014	+	1140	cydB	cytochrome d terminal oxidase, subunit II				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_750			771029	771142	+	114	ybgT	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_751			771142	771435	+	294	ybgE	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_752			771585	771989	+	405	ybgC	acyl-CoA thioesterase, involved in phospholipid metabolism				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_753			771986	772678	+	693	tolQ	membrane spanning protein in TolA-TolQ-TolR complex				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_754			772682	773110	+	429	tolR	membrane spanning protein in TolA-TolQ-TolR complex				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_755			773175	774440	+	1266	tolA	membrane anchored protein in TolA-TolQ-TolR complex				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_756			774573	775865	+	1293	tolB	periplasmic protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_757			775900	776421	+	522	pal	peptidoglycan-associated outer membrane lipoprotein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_758			776431	777222	+	792	ybgF	periplasmic TolA-binding protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_766			778918	779961	+	1044	nadA	quinolinate synthase, subunit A				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_768			779999	780718	+	720	pnuC	nicotinamide riboside transporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_767			780715	781656	-	942	zitB	zinc efflux system				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_769			781770	782150	-	381	ybgS	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_770			782466	783518	+	1053	aroG	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_771			783676	784428	-	753	gpmA	phosphoglyceromutase 1				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_773			784630	785670	-	1041	galM	galactose-1-epimerase (mutarotase)				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_774			785664	786812	-	1149	galK	galactokinase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_775			786816	787862	-	1047	galT	galactose-1-phosphate uridylyltransferase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_776			787872	788888	-	1017	galE	UDP-galactose-4-epimerase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_777			789149	790621	-	1473	modF	fused molybdate transporter subunits of ABC superfamily: ATP-binding components				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_778			790689	791477	-	789	modE	DNA-binding transcriptional repressor for the molybdenum transport operon modABC				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_779			791606	791755	+	150	acrZ	AcrAB-TolC efflux pump accessory protein, membrane-associated				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_780			791922	792695	+	774	modA	molybdate transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_781			792695	793384	+	690	modB	molybdate transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_782			793387	794445	+	1059	modC	molybdate transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_783			794446	795264	-	819	ybhA	pyridoxal phosphate (PLP) phosphatase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_784			795419	796414	+	996	pgl	6-phosphogluconolactonase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_785			796455	797408	-	954	ybhD	putative DNA-binding transcriptional regulator				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_787			797592	798644	+	1053	ybhH	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_788			798720	800153	+	1434	ybhI	putative transporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_789			800336	802597	+	2262	ybhJ	putative hydratase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_790			802831	804114	-	1284	ybhC	acyl-CoA thioesterase, lipoprotein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_791			804266	804742	-	477	ybhB	kinase inhibitor homolog, UPF0098 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_792			804801	806090	-	1290	bioA	7,8-diaminopelargonic acid synthase, PLP-dependent				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_793			806177	807217	+	1041	bioB	biotin synthase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_794			807214	808368	+	1155	bioF	8-amino-7-oxononanoate synthase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_795			808355	809110	+	756	bioC	malonyl-CoA methyltransferase, SAM-dependent				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_796			809103	809780	+	678	bioD	dethiobiotin synthetase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_797			810359	812380	+	2022	uvrB	excinulease of nucleotide excision repair, DNA damage recognition component				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_798			812572	813480	-	909	ybhK	putative transferase with NAD(P)-binding Rossmann-fold domain				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_799			813877	814866	+	990	moaA	molybdopterin biosynthesis protein A				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_800			814888	815400	+	513	moaB	molybdopterin biosynthesis protein B				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_801			815403	815888	+	486	moaC	molybdopterin biosynthesis, protein C				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_802			815881	816126	+	246	moaD	molybdopterin synthase, small subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_803			816128	816580	+	453	moaE	molybdopterin synthase, large subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_804			816717	817421	+	705	ybhL	inner membrane protein, UPF0005 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_805			817626	818339	+	714	ybhM	inner membrane protein, UPF0005 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_806			818375	819331	-	957	ybhN	conserved inner membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_807			819331	820572	-	1242	clsB	cardiolipin synthase 2				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_808			820569	821330	-	762	ybhP	conserved protein, endo/exonuclease/phosphatase family PFAM PF03372				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_810			821463	821873	+	411	ybhQ	inner membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_809			821835	822941	-	1107	ybhR	putative transporter subunit: membrane component of ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_811			822952	824085	-	1134	ybhS	putative transporter subunit: membrane component of ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_812			824078	825814	-	1737	ybhF	fused predicted transporter subunits of ABC superfamily: ATP-binding components				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_813			825807	826805	-	999	ybhG	putative membrane fusion protein (MFP) component of efflux pump, membrane anchor				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_814			826805	827476	-	672	ybiH	putative DNA-binding transcriptional regulator				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_815			827705	829069	+	1365	rhlE	ATP-dependent RNA helicase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_816			829301	829783	-	483	ybiA	conserved protein, DUF1768 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_817			829903	832053	+	2151	dinG	ATP-dependent DNA helicase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_818			832081	833043	+	963	ybiB	putative family 3 glycosyltransferase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_819			833184	834269	+	1086	ybiC	putative dehydrogenase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_820			834498	834758	-	261	ybiJ	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_821			835023	835289	-	267	ybiI	DksA-type zinc finger protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_822			835363	836040	-	678	ybiX	conserved protein, Fe(II)-dependent oxygenase superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_823			836082	838364	-	2283	fiu	catecholate siderophore receptor Fiu				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_824			838629	838889	-	261	mcbA	colanic acid mucoidy stimulation protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_826			839165	840091	+	927	rlmF	23S rRNA m(6)A1618 methyltransferase, SAM-dependent				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_825			840088	842313	-	2226	ybiO	mechanosensitive channel protein, intermediate conductance				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_827			842574	843296	-	723	glnQ	glutamine transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_828			843293	843952	-	660	glnP	glutamine transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_829			844091	844837	-	747	glnH	glutamine transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_830			845241	845744	-	504	dps	Fe-binding and storage protein; stress-inducible DNA-binding protetin				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_831			846043	846930	-	888	rhtA	threonine and homoserine efflux system				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_832			847283	847798	+	516	ompX	outer membrane protein X				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_833			847847	849430	-	1584	ybiP	putative hydrolase, inner membrane				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_834			849702	849830	-	129	mntS	Mn(2)-response protein, MntR-repressed				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_835			850016	850483	+	468	mntR	DNA-binding transcriptional regulator of mntH				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_836			850480	851598	+	1119	ybiR	putative transporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_837			851657	852577	-	921	ybiS	L,D-transpeptidase linking Lpp to murein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_838			852796	854388	+	1593	ybiT	fused predicted transporter subunits of ABC superfamily: ATP-binding components				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_839			854629	855894	-	1266	ybiU	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_840			856046	856861	-	816	ybiV	sugar phosphatase; preference for fructose-1-P, ribose-5-P and glucose-6-P				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_841			857007	859439	-	2433	ybiW	putative pyruvate formate lyase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_842			859445	860344	-	900	ybiY	putative pyruvate formate lyase activating enzyme				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_843			860475	861137	+	663	fsaA	fructose-6-phosphate aldolase 1				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_844			861213	861962	-	750	moeB	molybdopterin synthase sulfurylase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_845			861962	863197	-	1236	moeA	molybdopterin molybdenumtransferase; molybdopterin biosynthesis protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_846			863401	864366	+	966	iaaA	Isoaspartyl peptidase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_847			864353	866224	+	1872	gsiA	glutathione transporter ATP-binding protein, ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_848			866244	867782	+	1539	gsiB	glutathione periplasmic binding protein, ABC superfamily transporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_849			867800	868720	+	921	gsiC	glutathione transporter, permease component, ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_850			868723	869634	+	912	gsiD	glutathione transporter, permease component, ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_851			869812	872159	+	2348	yliE					
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_852			872167	873495	+	1329	yliF	putative membrane-anchored diguanylate cyclase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_853			873542	874867	-	1326	rimO	ribosomal protein S12 methylthiotransferase; radical SAM superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_854			875080	875463	+	384	bssR	repressor of biofilm formation by indole transport regulation				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_856			875574	876689	+	1116	yliI	soluble aldose sugar dehydrogenase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_855			876686	877312	-	627	gstB	glutathione S-transferase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_857			877559	878761	+	1203	dacC	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6a)				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_858			878808	879566	-	759	deoR	DNA-binding transcriptional repressor				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_859			879624	880220	-	597	ybjG	undecaprenyl pyrophosphate phosphatase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_860			880505	881737	+	1233	mdfA	multidrug efflux system protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_861			881778	882062	-	285	ybjH	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_862			882148	882963	-	816	ybjI	FMN and erythrose-4-P phosphatase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_863			882963	884171	-	1209	ybjJ	putative transporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_864			884255	884791	+	537	ybjK	putative DNA-binding transcriptional regulator				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_865			884966	886651	-	1686	ybjL	putative transporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_866			886921	887298	+	378	ybjM	inner membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_867			887328	887585	-	258	grxA	glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_868			887745	888032	+	288	ybjC	conserved protein, DUF1418 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_869			888016	888738	+	723	nfsA	nitroreductase A, NADPH-dependent, FMN-dependent				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_870			888799	889701	+	903	rimK	ribosomal protein S6 modification protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_871			889789	890265	+	477	ybjN	negative regulator of motility; multicopy suppressor of coaA(Ts)				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_873			890616	891728	+	1113	potF	putrescine transporter subunit: periplasmic-binding component of ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_874			891823	892956	+	1134	potG	putrescine transporter subunit: ATP-binding component of ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_875			892966	893919	+	954	potH	putrescine transporter subunit: membrane component of ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_876			893916	894761	+	846	potI	putrescine transporter subunit: membrane component of ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_877			894821	895309	+	489	ybjO	inner membrane protein, DUF2593 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_878			895350	896477	+	1128	rlmC	23S rRNA m(5)U747 methyltransferase, SAM-dependent				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_879			896676	897407	-	732	artJ	arginine binding protein, periplasmic				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_880			897698	898366	-	669	artM	arginine transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_881			898366	899082	-	717	artQ	arginine transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_882			899089	899820	-	732	artI	arginine transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_883			899838	900566	-	729	artP	arginine transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_884			900784	901299	-	516	ybjP	lipoprotein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_885			901425	901748	+	324	ybjQ	conserved protein, UPF0145 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_887			901745	902575	+	831	amiD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; OM lipoprotein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_886			902572	903585	-	1014	ybjS	putative NAD(P)H-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_888			903684	905114	-	1431	ybjT	conserved protein with NAD(P)-binding Rossmann-fold domain				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_889			905125	906126	-	1002	ltaE	L-allo-threonine aldolase, PLP-dependent				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_890			906163	907881	-	1719	poxB	pyruvate dehydrogenase (pyruvate oxidase), thiamin-dependent, FAD-binding				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_891			908014	908982	-	969	hcr	HCP oxidoreductase, NADH-dependent				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_892			908994	910646	-	1653	hcp	hybrid-cluster [4Fe-2S-2O] protein in anaerobic terminal reductases				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_893			910790	911689	-	900	ybjE	putative transporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_894			912184	912879	-	696	aqpZ	aquaporin Z				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_896			913305	914963	+	1659	ybjD	conserved protein with nucleoside triphosphate hydrolase domain				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_895			914960	915952	-	993	ybjX	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_897			916067	917182	+	1116	macA	macrolide transporter subunit, membrane fusion protein (MFP) component				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_898			917179	919125	+	1947	macB	fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_899			919198	919422	-	225	cspD	inhibitor of DNA replication, cold shock protein homolog				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_900			919745	920065	+	321	clpS	regulatory protein for ClpA substrate specificity				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_901			920096	922372	+	2277	clpA	ATPase and specificity subunit of ClpA-ClpP ATP-dependent serine protease, chaperone activity				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_903			923057	923275	-	219	infA	translation initiation factor IF-1				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_904			923560	924264	-	705	aat	leucyl/phenylalanyl-tRNA-protein transferase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_905			924306	926027	-	1722	cydC	fused glutathione, cysteine exporter subunits of ABC superfamily: membrane component/ATP-binding component				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_906			926028	927794	-	1767	cydD	fused glutathione, cysteine exporter subunits of ABC superfamily: membrane component/ATP-binding component				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_907			927917	928882	-	966	trxB	thioredoxin reductase, FAD/NAD(P)-binding				
