genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.973			ATP synthase delta chain (EC 3.6.3.14)	ATP synthase delta chain (EC 3.6.3.14)	Energy	Respiration	ATP synthases	F0F1-type ATP synthase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.974			ATP synthase F0 sector subunit b (EC 3.6.3.14)	ATP synthase F0 sector subunit b (EC 3.6.3.14)	Energy	Respiration	ATP synthases	F0F1-type ATP synthase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.975			ATP synthase F0 sector subunit c (EC 3.6.3.14)	ATP synthase F0 sector subunit c (EC 3.6.3.14)	Energy	Respiration	ATP synthases	F0F1-type ATP synthase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.976			ATP synthase F0 sector subunit a (EC 3.6.3.14)	ATP synthase F0 sector subunit a (EC 3.6.3.14)	Energy	Respiration	ATP synthases	F0F1-type ATP synthase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.977			ATP synthase protein I	ATP synthase protein I	Energy	Respiration	ATP synthases	F0F1-type ATP synthase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.979			tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG	RNA Processing	RNA Processing	RNA processing and modification	5-methylaminomethyl-2-thiouridine
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.982			Aspartate--ammonia ligase (EC 6.3.1.1)	Aspartate--ammonia ligase (EC 6.3.1.1)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Asn
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.995			Protein YrdA	Protein YrdA	Miscellaneous	Miscellaneous		Carbonic anhydrase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.997			Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	Metabolism	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate Synthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.998			Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)	RNA Processing	RNA Processing	RNA processing and modification	YrdC-YciO-Sua5 and associated protein families
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1001			Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	RNA Processing	RNA Processing	RNA processing and modification	YrdC-YciO-Sua5 and associated protein families
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1002			Peptide deformylase (EC 3.5.1.88)	Peptide deformylase (EC 3.5.1.88)	Protein Processing	Protein Synthesis	Translation	Translation termination factors, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1003			Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1003			Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Protein Processing	Protein Synthesis	Translation	Translation initiation factors, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1005			Trk potassium uptake system protein TrkA	Trk potassium uptake system protein TrkA	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response: Osmotic stress	Hyperosmotic potassium uptake
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1005			Trk potassium uptake system protein TrkA	Trk potassium uptake system protein TrkA	Membrane Transport	Membrane Transport	Cation transporters	Trk and Ktr potassium uptake systems
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1009			LSU ribosomal protein L17p	LSU ribosomal protein L17p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1009			LSU ribosomal protein L17p	LSU ribosomal protein L17p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1010			DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	RNA Processing	RNA Processing	Transcription	RNA polymerase, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1012			SSU ribosomal protein S11p (S14e)	SSU ribosomal protein S11p (S14e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1013			SSU ribosomal protein S13p (S18e)	SSU ribosomal protein S13p (S18e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1014			LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-dependent	LSU ribosomal protein L36p, zinc-dependent	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, zinc requirement
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1014			LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-dependent	LSU ribosomal protein L36p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, zinc requirement
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1014			LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-dependent	LSU ribosomal protein L36p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1016			LSU ribosomal protein L15p (L27Ae)	LSU ribosomal protein L15p (L27Ae)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1016			LSU ribosomal protein L15p (L27Ae)	LSU ribosomal protein L15p (L27Ae)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1017			LSU ribosomal protein L30p (L7e)	LSU ribosomal protein L30p (L7e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1018			SSU ribosomal protein S5p (S2e)	SSU ribosomal protein S5p (S2e)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein processing and modification	Ribosomal protein S5p acylation
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1018			SSU ribosomal protein S5p (S2e)	SSU ribosomal protein S5p (S2e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1019			LSU ribosomal protein L18p (L5e)	LSU ribosomal protein L18p (L5e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1019			LSU ribosomal protein L18p (L5e)	LSU ribosomal protein L18p (L5e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1020			LSU ribosomal protein L6p (L9e)	LSU ribosomal protein L6p (L9e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1020			LSU ribosomal protein L6p (L9e)	LSU ribosomal protein L6p (L9e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1021			SSU ribosomal protein S8p (S15Ae)	SSU ribosomal protein S8p (S15Ae)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1022			SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent	SSU ribosomal protein S14p (S29e), zinc-independent	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, zinc requirement
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1022			SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent	SSU ribosomal protein S14p (S29e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, zinc requirement
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1023			LSU ribosomal protein L5p (L11e)	LSU ribosomal protein L5p (L11e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1023			LSU ribosomal protein L5p (L11e)	LSU ribosomal protein L5p (L11e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1024			LSU ribosomal protein L24p (L26e)	LSU ribosomal protein L24p (L26e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1024			LSU ribosomal protein L24p (L26e)	LSU ribosomal protein L24p (L26e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1025			LSU ribosomal protein L14p (L23e)	LSU ribosomal protein L14p (L23e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1025			LSU ribosomal protein L14p (L23e)	LSU ribosomal protein L14p (L23e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1026			SSU ribosomal protein S17p (S11e)	SSU ribosomal protein S17p (S11e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1027			LSU ribosomal protein L29p (L35e)	LSU ribosomal protein L29p (L35e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1027			LSU ribosomal protein L29p (L35e)	LSU ribosomal protein L29p (L35e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1028			LSU ribosomal protein L16p (L10e)	LSU ribosomal protein L16p (L10e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1028			LSU ribosomal protein L16p (L10e)	LSU ribosomal protein L16p (L10e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1029			SSU ribosomal protein S3p (S3e)	SSU ribosomal protein S3p (S3e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1030			LSU ribosomal protein L22p (L17e)	LSU ribosomal protein L22p (L17e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1030			LSU ribosomal protein L22p (L17e)	LSU ribosomal protein L22p (L17e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1031			SSU ribosomal protein S19p (S15e)	SSU ribosomal protein S19p (S15e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1032			LSU ribosomal protein L2p (L8e)	LSU ribosomal protein L2p (L8e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1032			LSU ribosomal protein L2p (L8e)	LSU ribosomal protein L2p (L8e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1033			LSU ribosomal protein L23p (L23Ae)	LSU ribosomal protein L23p (L23Ae)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1033			LSU ribosomal protein L23p (L23Ae)	LSU ribosomal protein L23p (L23Ae)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1034			LSU ribosomal protein L4p (L1e)	LSU ribosomal protein L4p (L1e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1034			LSU ribosomal protein L4p (L1e)	LSU ribosomal protein L4p (L1e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1035			LSU ribosomal protein L3p (L3e)	LSU ribosomal protein L3p (L3e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1035			LSU ribosomal protein L3p (L3e)	LSU ribosomal protein L3p (L3e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1036			SSU ribosomal protein S10p (S20e)	SSU ribosomal protein S10p (S20e)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in protein synthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1036			SSU ribosomal protein S10p (S20e)	SSU ribosomal protein S10p (S20e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1038			General secretion pathway protein A	General secretion pathway protein A	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1039			General secretion pathway protein C	General secretion pathway protein C	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1040			General secretion pathway protein D	General secretion pathway protein D	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1041			General secretion pathway protein E	General secretion pathway protein E	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1042			General secretion pathway protein F	General secretion pathway protein F	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1043			General secretion pathway protein G	General secretion pathway protein G	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1044			General secretion pathway protein H	General secretion pathway protein H	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1045			General secretion pathway protein I	General secretion pathway protein I	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1046			General secretion pathway protein I	General secretion pathway protein I	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1047			General secretion pathway protein J	General secretion pathway protein J	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1048			General secretion pathway protein K	General secretion pathway protein K	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1049			General secretion pathway protein L	General secretion pathway protein L	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1050			General secretion pathway protein M	General secretion pathway protein M	Membrane Transport	Membrane Transport	Protein secretion system, Type II	General Secretion Pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1051			Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)	Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)	Membrane Transport	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Type IV pilus
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1051			Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)	N-methyltransferase (EC 2.1.1.-)	Membrane Transport	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Type IV pilus
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1056			Translation elongation factor Tu	Translation elongation factor Tu	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in protein synthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1056			Translation elongation factor Tu	Translation elongation factor Tu	Protein Processing	Protein Synthesis	Translation	Translation elongation factors, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1056			Translation elongation factor Tu	Translation elongation factor Tu	Protein Processing	Protein Synthesis		Universal GTPases
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1057			Translation elongation factor G	Translation elongation factor G	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in protein synthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1057			Translation elongation factor G	Translation elongation factor G	Protein Processing	Protein Synthesis	Translation	Translation elongation factors, bacterial
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1057			Translation elongation factor G	Translation elongation factor G	Protein Processing	Protein Synthesis		Universal GTPases
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1058			SSU ribosomal protein S7p (S5e)	SSU ribosomal protein S7p (S5e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1059			SSU ribosomal protein S12p (S23e)	SSU ribosomal protein S12p (S23e)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in protein synthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1059			SSU ribosomal protein S12p (S23e)	SSU ribosomal protein S12p (S23e)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1059			SSU ribosomal protein S12p (S23e)	SSU ribosomal protein S12p (S23e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1060			tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusB	tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusB	RNA Processing	RNA Processing	RNA processing and modification	5-methylaminomethyl-2-thiouridine
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1061			tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusC	tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusC	RNA Processing	RNA Processing	RNA processing and modification	5-methylaminomethyl-2-thiouridine
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1062			tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusD	tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusD	RNA Processing	RNA Processing	RNA processing and modification	5-methylaminomethyl-2-thiouridine
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1064			FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Peptidyl-prolyl cis-trans isomerase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1065			FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Peptidyl-prolyl cis-trans isomerase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1067			FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Peptidyl-prolyl cis-trans isomerase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1074			Phosphoribulokinase homolog, function unknown	Phosphoribulokinase homolog, function unknown	Metabolism	Carbohydrates	CO2 fixation	Calvin-Benson cycle
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1076			Cyclic AMP receptor protein	Cyclic AMP receptor protein	Regulation And Cell Signaling	Regulation and Cell signaling		CytR regulation
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1078			Acetylornithine aminotransferase (EC 2.6.1.11) @ N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	Acetylornithine aminotransferase (EC 2.6.1.11)	Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis via N-acetyl-L-citrulline
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1078			Acetylornithine aminotransferase (EC 2.6.1.11) @ N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	Acetylornithine aminotransferase (EC 2.6.1.11)	Metabolism	Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline biosynthesis (for review)
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1078			Acetylornithine aminotransferase (EC 2.6.1.11) @ N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	"Diaminopimelate Synthesis "
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1078			Acetylornithine aminotransferase (EC 2.6.1.11) @ N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine DAP biosynthetic pathway
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1079			Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1082			Peptidyl-prolyl cis-trans isomerase PpiA precursor (EC 5.2.1.8)	Peptidyl-prolyl cis-trans isomerase PpiA precursor (EC 5.2.1.8)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Peptidyl-prolyl cis-trans isomerase
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1087			Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Precorrin-2 oxidase (EC 1.3.1.76)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1087			Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Precorrin-2 oxidase (EC 1.3.1.76)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Metal chelatases
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1087			Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1087			Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Metal chelatases
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1087			Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1087			Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Metal chelatases
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1097			Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Trp
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1098			Phosphoglycolate phosphatase (EC 3.1.3.18)	Phosphoglycolate phosphatase (EC 3.1.3.18)	DNA Processing	DNA Processing	DNA repair	2-phosphoglycolate salvage
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1098			Phosphoglycolate phosphatase (EC 3.1.3.18)	Phosphoglycolate phosphatase (EC 3.1.3.18)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Glycolate, glyoxylate interconversions
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1098			Phosphoglycolate phosphatase (EC 3.1.3.18)	Phosphoglycolate phosphatase (EC 3.1.3.18)	Metabolism	Metabolite damage and its repair or mitigation		Metabolite repair
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1099			Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Metabolism	Carbohydrates	CO2 fixation	Calvin-Benson cycle
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.1099			Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pentose phosphate pathway
