genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.196		VBIEscCol313224_0196		70144	70911	-	768		7-alpha-hydroxysteroid dehydrogenase (EC 1.1.1.159)	FIG01308941	PLF_561_00000547	PGF_00000161		1.1.1.159|7-alpha-hydroxysteroid dehydrogenase	
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.197		VBIEscCol313224_0197		71023	72051	-	1029		Maltose regulon regulatory protein MalI (repressor for malXY)	FIG00004020	PLF_561_00003056	PGF_00019110			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.198		VBIEscCol313224_0198		72226	73818	+	1593		PTS system, maltose and glucose-specific IIC component / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.208)	FIG00001808	PLF_561_00000292	PGF_03352446			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.199		VBIEscCol313224_0199		73828	75000	+	1173		Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator	FIG00003391	PLF_561_00000998	PGF_00420012	GO:0004121|cystathionine beta-lyase activity	4.4.1.8|Cystathionine beta-lyase	00270|Cysteine and methionine metabolism;00450|Selenoamino acid metabolism;00920|Sulfur metabolism
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.200		VBIEscCol313224_0200		75104	76105	+	1002		Adenosine deaminase (EC 3.5.4.4)	FIG00000687	PLF_561_00002059	PGF_00035194	GO:0004000|adenosine deaminase activity	3.5.4.4|Adenosine deaminase	00230|Purine metabolism
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.201		VBIEscCol313224_0201		76141	77181	-	1041		Uncharacterized oxidoreductase YdgJ	FIG00731707	PLF_561_00001043	PGF_03295105			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.202		VBIEscCol313224_0202		77822	78037	+	216		Cnu protein	FIG00905980	PLF_561_00002276	PGF_00418168			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.203		VBIEscCol313224_0203		78123	78563	+	441		Inner membrane protein YdgK	FIG00920505	PLF_561_00002128	PGF_01387916			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.204		VBIEscCol313224_0204		78640	79221	+	582		Electron transport complex protein RnfA	FIG00001505	PLF_561_00002391	PGF_00424131			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.205		VBIEscCol313224_0205		79221	79799	+	579		Electron transport complex protein RnfB	FIG00133292	PLF_561_00002286	PGF_10542033			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.206		VBIEscCol313224_0206		79792	82020	+	2229		Electron transport complex protein RnfC	FIG00018536	PLF_561_00003972	PGF_04400591			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.207		VBIEscCol313224_0207		82021	83079	+	1059		Electron transport complex protein RnfD	FIG00022976	PLF_561_00000588	PGF_01678333			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.208		VBIEscCol313224_0208		83083	83703	+	621		Electron transport complex protein RnfG	FIG00002689	PLF_561_00001829	PGF_01484108			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.209		VBIEscCol313224_0209		83707	84402	+	696		Electron transport complex protein RnfE	FIG00134060	PLF_561_00001720	PGF_00424141			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.210		VBIEscCol313224_0210		84402	85037	+	636		Endonuclease III (EC 4.2.99.18)	FIG00000290	PLF_561_00002181	PGF_08394843	GO:0003906|DNA-(apurinic or apyrimidinic site) lyase activity	4.2.99.18|DNA-(apurinic or apyrimidinic site) lyase	
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.211		VBIEscCol313224_0211		85648	87150	+	1503		Di-tripeptide/H+ symporter DtpA	FIG00026146	PLF_561_00001965	PGF_00423021			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.212		VBIEscCol313224_0212		87256	87861	+	606		Glutathione S-transferase (EC 2.5.1.18)	FIG00004065	PLF_561_00001068	PGF_06463602	GO:0004364|glutathione transferase activity	2.5.1.18|Glutathione transferase	00480|Glutathione metabolism;00980|Metabolism of xenobiotics by cytochrome P450;00982|Drug metabolism - cytochrome P450
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.213		VBIEscCol313224_0213		87905	88765	-	861		Pyridoxal kinase (EC 2.7.1.35)	FIG00001020	PLF_561_00001210	PGF_03846068	GO:0008478|pyridoxal kinase activity	2.7.1.35|Pyridoxal kinase	00750|Vitamin B6 metabolism
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.214		VBIEscCol313224_0214		88827	90101	-	1275		Tyrosyl-tRNA synthetase (EC 6.1.1.1)		PLF_561_00002354	PGF_00063916	GO:0004831|tyrosine-tRNA ligase activity	6.1.1.1|Tyrosine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.215		VBIEscCol313224_0215		90230	90886	-	657		Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	FIG00133002	PLF_561_00002219	PGF_00045833	GO:0004733|pyridoxamine-phosphate oxidase activity	1.4.3.5|Pyridoxal 5'-phosphate synthase	00750|Vitamin B6 metabolism
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.216		VBIEscCol313224_0216		90945	91268	-	324		Inhibitor of vertebrate c-type lysozyme, outer membrane => MliC	FIG00006300	PLF_561_00002718	PGF_00020162			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.217		VBIEscCol313224_0217		91372	92481	-	1110		Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170)	FIG00002931	PLF_561_00002754	PGF_00055966		2.7.1.170|Anhydro-N-acetylmuramic acid kinase	
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.218		VBIEscCol313224_0218		92755	93222	+	468		Outer membrane lipoprotein pcp precursor	FIG00614281	PLF_561_00002502	PGF_00027863			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.219		VBIEscCol313224_0219		93269	93703	-	435		Transcriptional regulator SlyA	FIG00510718	PLF_561_00002442	PGF_00058670			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.220		VBIEscCol313224_0220		93904	94140	+	237		Tetrapartite efflux system component, FusD-like	FIG00638169	PLF_561_00003274	PGF_00065467			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.221		VBIEscCol313224_0221		94143	95000	+	858		Tetrapartite efflux system, membrane fusion component FusE-like	FIG01056920	PLF_561_00001231	PGF_06389977			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.222		VBIEscCol313224_0222		95000	97012	+	2013		Tetrapartite efflux system, inner membrane component FusBC-like	FIG00626808	PLF_561_00000307	PGF_03769603			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.223		VBIEscCol313224_0223		97013	97534	-	522		Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)	FIG00001181	PLF_561_00003095	PGF_07854425	GO:0004784|superoxide dismutase activity	1.15.1.1|Superoxide dismutase	
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.224		VBIEscCol313224_0224		97615	98511	-	897		Oxidoreductase YdhF	FIG00895950	PLF_561_00001141	PGF_00028690			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.225		VBIEscCol313224_0225		98571	98690	+	120		hypothetical protein	FIG00638379	PLF_561_00007378	PGF_00121461			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.226		VBIEscCol313224_0226		98902	99501	+	600		Transcriptional repressor NemR, AcrR family	FIG00554417	PLF_561_00003044	PGF_00060256			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.227		VBIEscCol313224_0227		99538	100635	+	1098		N-ethylmaleimide reductase	FIG00634574	PLF_561_00000550	PGF_04586716			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.228		VBIEscCol313224_0228		100716	101123	+	408		Lactoylglutathione lyase (EC 4.4.1.5)	FIG00004743	PLF_561_00105197	PGF_00016546	GO:0004462|lactoylglutathione lyase activity	4.4.1.5|Lactoylglutathione lyase	00620|Pyruvate metabolism
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.229		VBIEscCol313224_0229		101226	101873	+	648		Ribonuclease T	FIG00001312	PLF_561_00002221	PGF_00048589			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.230		VBIEscCol313224_0230		102245	102592	-	348		Monothiol glutaredoxin GrxD	FIG01304007	PLF_561_00086631	PGF_08057496			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.231		VBIEscCol313224_0231		103008	103202	-	195		hypothetical protein		PLF_561_00025230	PGF_01631386			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.232		VBIEscCol313224_0232		103291	103752	+	462		Murein DD-endopeptidase MepH	FIG01220847	PLF_561_00001014	PGF_00023401			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.233		VBIEscCol313224_0233		103880	104461	+	582		Superoxide dismutase [Fe] (EC 1.15.1.1)	FIG00133139	PLF_561_00002351	PGF_00055273	GO:0004784|superoxide dismutase activity	1.15.1.1|Superoxide dismutase	
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.234		VBIEscCol313224_0234		104607	105776	-	1170		Inner membrane transport protein YdhP	FIG00453115	PLF_561_00000832	PGF_00040676			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.235		VBIEscCol313224_0235		105942	106061	-	120		hypothetical protein		PLF_561_00003263	PGF_06434757			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.236		VBIEscCol313224_0236		106330	107355	+	1026		Purine nucleotide synthesis repressor	FIG00150396	PLF_561_00001550	PGF_00038991			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.237		VBIEscCol313224_0237		107352	108284	-	933		LysR-family transcriptional regulator YdhB	FIG00002977	PLF_561_00000469	PGF_00134852			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.238		VBIEscCol313224_0238		108397	109608	+	1212		Inner membrane transport protein YdhC	FIG00453115	PLF_561_00000212	PGF_00040677			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.239		VBIEscCol313224_0239		109899	111047	+	1149		Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	FIG00001555	PLF_561_00000474	PGF_00821117		2.1.1.79|Cyclopropane-fatty-acyl-phospholipid synthase	
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.240		VBIEscCol313224_0240		111087	111728	-	642		Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	FIG00000273	PLF_561_00001377	PGF_03751076		2.5.1.9|Riboflavin synthase	00740|Riboflavin metabolism
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.241		VBIEscCol313224_0241		111943	113316	+	1374		Multidrug efflux transporter MdtK/NorM (MATE family)	FIG00453189	PLF_561_00000823	PGF_00401551			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.242		VBIEscCol313224_0242		113357	114613	-	1257		Uncharacterized protein YdhQ	FIG01312731	PLF_561_00001679	PGF_00065469			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	tRNA	fig|562.2284.rna.2		VBIEscCol313224_r002		114921	114994	+	74		tRNA-Val-GAC						
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	tRNA	fig|562.2284.rna.3		VBIEscCol313224_r003		115002	115075	+	74		tRNA-Val-GAC						
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.243		VBIEscCol313224_0243		115186	115491	+	306		Putative monooxygenase YdhR	FIG00511050	PLF_561_00001087	PGF_00042347			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.244		VBIEscCol313224_0244		115617	117221	+	1605		Uncharacterized protein YdhS	FIG01409807	PLF_561_00000446	PGF_00065470			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.245		VBIEscCol313224_0245		117233	118045	-	813		Uncharacterized protein YdhT	FIG00639294	PLF_561_00002674	PGF_00065471			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.246		VBIEscCol313224_0246		118049	118834	-	786		Thiosulfate reductase subunit like	FIG00022443	PLF_561_00003000	PGF_00056815			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.247		VBIEscCol313224_0247		118831	119385	-	555		Uncharacterized ferredoxin-like protein YdhX	FIG01309499	PLF_561_00002894	PGF_00064680			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.248		VBIEscCol313224_0248		119563	120201	-	639		Uncharacterized protein YdhW	FIG00637965	PLF_561_00002740	PGF_00065473			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.249		VBIEscCol313224_0249		120214	122316	-	2103		Uncharacterized molybdopterin-containing oxidoreductase YdhV	FIG00638116	PLF_561_00003479	PGF_00064836			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.250		VBIEscCol313224_0250		122337	122963	-	627		Uncharacterized ferredoxin-like protein YdhY	FIG01309490	PLF_561_00002609	PGF_00064683			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.251		VBIEscCol313224_0251		123419	123589	-	171		Fumarate hydratase FumD (EC 4.2.1.2)	FIG00510864	PLF_561_00000803	PGF_00065474	GO:0004333|fumarate hydratase activity	4.2.1.2|Fumarate hydratase	00020|Citrate cycle (TCA cycle);00720|Reductive carboxylate cycle (CO2 fixation)
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.252		VBIEscCol313224_0252		123740	123868	+	129		hypothetical protein	FIG00642784	PLF_561_00008124	PGF_01650789			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.253		VBIEscCol313224_0253		124186	125598	+	1413		Pyruvate kinase (EC 2.7.1.40)	FIG00000043	PLF_561_00001211	PGF_07760799	GO:0004743|pyruvate kinase activity	2.7.1.40|Pyruvate kinase	00010|Glycolysis / Gluconeogenesis;00230|Purine metabolism;00620|Pyruvate metabolism;00710|Carbon fixation in photosynthetic organisms
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.254		VBIEscCol313224_0254		125909	126145	+	237		Major outer membrane lipoprotein Lpp	FIG01045210	PLF_561_00003169	PGF_01386354			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.255		VBIEscCol313224_0255		126208	127212	-	1005		L,D-transpeptidase => YnhG	FIG00006579	PLF_561_00001528	PGF_00015962			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.256		VBIEscCol313224_0256		127361	127777	-	417		Sulfur acceptor protein => iron-sulfur cluster assembly SufE	FIG00073306	PLF_561_00001911	PGF_00055099			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.257		VBIEscCol313224_0257		127790	129010	-	1221		Cysteine desulfurase (EC 2.8.1.7) => SufS	FIG01305001	PLF_561_00000678	PGF_07583562	GO:0031071|cysteine desulfurase activity	2.8.1.7|Cysteine desulfurase	00730|Thiamine metabolism
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.258		VBIEscCol313224_0258		129007	130278	-	1272		Iron-sulfur cluster assembly protein SufD	FIG00072797	PLF_561_00001433	PGF_00015517			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.259		VBIEscCol313224_0259		130253	130999	-	747		Iron-sulfur cluster assembly ATPase protein SufC	FIG00018727	PLF_561_00002310	PGF_00015510	GO:0005524|ATP binding;GO:0016887|ATPase activity		
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.260		VBIEscCol313224_0260		131009	132496	-	1488		Iron-sulfur cluster assembly protein SufB	FIG00000451	PLF_561_00000922	PGF_00015514			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.261		VBIEscCol313224_0261		132505	132873	-	369		Iron-sulfur cluster assembly iron binding protein SufA	FIG01303807	PLF_561_00003138	PGF_00015264			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.262		VBIEscCol313224_0262		133422	133610	-	189		Uncharacterized protein YdiH	FIG00510313	PLF_561_00002243	PGF_00065476			
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.263		VBIEscCol313224_0263		133710	134120	-	411		1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis	FIG00948970	PLF_561_00002053	PGF_01730118		3.1.2.28|1,4-dihydroxy-2-naphthoyl-CoA hydrolase	00130|Ubiquinone and other terpenoid-quinone biosynthesis
562.2284	Escherichia coli GSK2024	AXOE01000002	PATRIC	CDS	fig|562.2284.peg.264		VBIEscCol313224_0264		134117	137173	-	3057		Uncharacterized protein YdiJ	FIG00001220	PLF_561_00000566	PGF_00065477			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	source					1	124473	+	124473								
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.265		VBIEscCol313224_0265		495	776	+	282		UPF0213 protein YhbQ	FIG00137864	PLF_561_00002870	PGF_03824315			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.266		VBIEscCol313224_0266		763	1266	-	504		Uncharacterized N-acetyltransferase YhbS	FIG00002208	PLF_561_00002630	PGF_03828854			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.267		VBIEscCol313224_0267		1260	1784	-	525		Uncharacterized protein YhbT	FIG00138517	PLF_561_00002182	PGF_01553714			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.268		VBIEscCol313224_0268		1774	1887	-	114		hypothetical protein	FIG00638284	PLF_561_00004746	PGF_10344159			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.269		VBIEscCol313224_0269		1993	2988	+	996		Uncharacterized protease YhbU	FIG00139552	PLF_561_00002480	PGF_00418710			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.270		VBIEscCol313224_0270		2997	3875	+	879		Uncharacterized peptidase U32 family member YhbV	FIG00137484	PLF_561_00001838	PGF_03870438			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.271		VBIEscCol313224_0271		3956	4963	+	1008		Luciferase-like monooxygenase YhbW	FIG00554275	PLF_561_00002312	PGF_09847065			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.272		VBIEscCol313224_0272		5081	6325	-	1245		Tryptophan-specific transport protein	FIG00554694	PLF_561_00001227	PGF_04460416			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.273		VBIEscCol313224_0273		6479	8368	-	1890		DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)	FIG00001381	PLF_561_00002757	PGF_00421098		3.6.4.13|RNA helicase	
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.274		VBIEscCol313224_0274		8548	9432	-	885		Lipoprotein NlpI	FIG00904955	PLF_561_00001436	PGF_00017407			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.275		VBIEscCol313224_0275		9541	11676	-	2136		Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	FIG00000391	PLF_561_00001082	PGF_03104485	GO:0004654|polyribonucleotide nucleotidyltransferase activity	2.7.7.8|Polyribonucleotide nucleotidyltransferase	00230|Purine metabolism;00240|Pyrimidine metabolism
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.276		VBIEscCol313224_0276		11923	12192	-	270		SSU ribosomal protein S15p (S13e)	FIG00000144	PLF_561_00001904	PGF_00049847	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.277		VBIEscCol313224_0277		12341	13285	-	945		tRNA pseudouridine(55) synthase (EC 5.4.99.25)	FIG01016270	PLF_561_00001806	PGF_00413295		5.4.99.25|tRNA pseudouridine(55) synthase	
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.278		VBIEscCol313224_0278		13285	13686	-	402		Ribosome-binding factor A	FIG00000164	PLF_561_00002224	PGF_09452281	GO:0006364|rRNA processing		
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.279		VBIEscCol313224_0279		13850	16522	-	2673		Translation initiation factor 2	FIG00000102	PLF_561_00000897	PGF_10525419	GO:0003743|translation initiation factor activity;GO:0005525|GTP binding;GO:0006412|translation;GO:0006413|translational initiation		
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.280		VBIEscCol313224_0280		16547	18034	-	1488		Transcription termination protein NusA	FIG00000168	PLF_561_00001158	PGF_07063065	GO:0003676|nucleic acid binding;GO:0003723|RNA binding		
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.281		VBIEscCol313224_0281		18062	18484	-	423		Bacterial ribosome SSU maturation protein RimP	FIG01303778	PLF_561_00001597	PGF_01682834			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	tRNA	fig|562.2284.rna.4		VBIEscCol313224_r004		18724	18797	-	74		tRNA-Met-CAT						
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.282		VBIEscCol313224_0282		19145	20488	+	1344		Argininosuccinate synthase (EC 6.3.4.5)	FIG00000301	PLF_561_00001247	PGF_02862285	GO:0004055|argininosuccinate synthase activity	6.3.4.5|Argininosuccinate synthase	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.283		VBIEscCol313224_0283		20496	22013	-	1518		Putative phosphoethanolamine transferase YhbX	FIG01810147	PLF_561_00000150	PGF_00043253			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	tRNA	fig|562.2284.rna.5		VBIEscCol313224_r005		22584	22667	-	84		tRNA-Leu-GAG						
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.284		VBIEscCol313224_0284		22682	23014	-	333		Protein translocase membrane subunit SecG	FIG00001563	PLF_561_00001369	PGF_10456344			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.285		VBIEscCol313224_0285		23242	24579	-	1338		Phosphoglucosamine mutase (EC 5.4.2.10)	FIG00009682	PLF_561_00001877	PGF_01137124	GO:0008966|phosphoglucosamine mutase activity	5.4.2.10|Phosphoglucosamine mutase	00520|Amino sugar and nucleotide sugar metabolism
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.286		VBIEscCol313224_0286		24572	25420	-	849		Dihydropteroate synthase (EC 2.5.1.15)	FIG00000307	PLF_561_00002285	PGF_01853493	GO:0004156|dihydropteroate synthase activity	2.5.1.15|Dihydropteroate synthase	00790|Folate biosynthesis
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.287		VBIEscCol313224_0287		25510	27444	-	1935		Cell division-associated, ATP-dependent zinc metalloprotease FtsH	FIG00018369	PLF_561_00000995	PGF_06275407			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.288		VBIEscCol313224_0288		27544	28173	-	630		23S rRNA (uridine(2552)-2'-O)-methyltransferase (EC 2.1.1.166)	FIG01304793	PLF_561_00001323	PGF_00415581		2.1.1.166|23S rRNA (uridine(2552)-2'-O)-methyltransferase	
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.289		VBIEscCol313224_0289		28299	28592	+	294		RNA-binding protein YhbY	FIG00001879	PLF_561_00001969	PGF_04287303			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.290		VBIEscCol313224_0290		28748	29224	-	477		Transcription elongation factor GreA	FIG00000288	PLF_561_00002527	PGF_01043799	GO:0003677|DNA binding;GO:0003711|transcription elongation regulator activity		
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.291		VBIEscCol313224_0291		29472	30905	+	1434		D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	FIG00561498	PLF_561_00000660	PGF_06594113	GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity	3.4.16.4|Serine-type D-Ala-D-Ala carboxypeptidase	00550|Peptidoglycan biosynthesis
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.292		VBIEscCol313224_0292		30946	32118	-	1173		GTP-binding protein Obg	FIG01954451	PLF_561_00001731	PGF_02029783			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.293		VBIEscCol313224_0293		32134	33099	-	966		Uncharacterized inner membrane transporter YhbE	FIG00846773	PLF_561_00001020	PGF_01809653			
562.2284	Escherichia coli GSK2024	AXOE01000003	PATRIC	CDS	fig|562.2284.peg.294		VBIEscCol313224_0294		33226	33483	-	258		LSU ribosomal protein L27p	FIG00000189	PLF_561_00002988	PGF_00016385	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
