genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	property	source	evidence	source_id	organism	function	classification	pmid	query_coverage	subject_coverage	identity	e_value
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.541		VBIEscCol313224_0541		Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Virulence Factor	Victors	BLAT	16765159	"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 "			16518469	100	100	93	1e-314
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.548		VBIEscCol313224_0548		Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	Drug Target	DrugBank	BLAT	P05041	Escherichia coli (strain K12)	Formic Acid	Drug target		100	100	97	1e-262
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.553		VBIEscCol313224_0553		PTS system, mannose-specific IIA component (EC 2.7.1.191) / PTS system, mannose-specific IIB component (EC 2.7.1.191)	Transporter	TCDB	BLAT	P69797	Escherichia coli	the pts mannose-fructose-sorbose (man) family.	4.A.6.1.1	15919996;16079137;16738553;18723842;2951378;7811395;8131846;8676384;8774730;9074635;9097040;9278503;9298646	100	100	99	1e-182
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.554		VBIEscCol313224_0554		PTS system, mannose-specific IIC component	Transporter	TCDB	BLAT	P69801	Escherichia coli	the pts mannose-fructose-sorbose (man) family.	4.A.6.1.1	15919996;16079137;16738553;18723842;2951378;7811395;8131846;8676384;8774730;9074635;9097040;9278503;9298646	100	100	100	1e-144
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.555		VBIEscCol313224_0555		PTS system, mannose-specific IID component	Transporter	TCDB	BLAT	P69805	Escherichia coli	the pts mannose-fructose-sorbose (man) family.	4.A.6.1.1	15919996;16079137;16738553;18723842;2951378;7811395;8131846;8676384;8774730;9074635;9097040;9278503;9298646	100	98	100	1e-162
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.557		VBIEscCol313224_0557		Putative manganese efflux pump MntP	Transporter	TCDB	BLAT	P76264	Escherichia coli	the mntp mn(2+) exporter (mntp) family.	2.A.107.1.1	15919996;16738553;8107138;9097040;9278503	100	100	100	1e-103
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.559		VBIEscCol313224_0559		Cold shock protein of CSP family => CspC (naming convention as in E.coli)	Virulence Factor	PATRIC_VF	BLAT	SL1344_1766	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		Virulence	16518469	100	100	100	2e-33
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.559		VBIEscCol313224_0559		Cold shock protein of CSP family => CspC (naming convention as in E.coli)	Virulence Factor	Victors	BLAT	15802236	Escherichia coli O157:H7 str. EDL933			15528651	100	100	100	2e-33
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.562		VBIEscCol313224_0562		PhoP/PhoQ regulator MgrB	Antibiotic Resistance	CARD	BLAT	NP_416340.1	Escherichia coli str. K-12 substr. MG1655		efflux pump conferring antibiotic resistance;gene altering cell wall charge conferring antibiotic resistance;gene conferring resistance via absence;gene modulating antibiotic efflux;polymyxin resistance gene		100	100	95	1e-20
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.565		VBIEscCol313224_0565		Uncharacterized transporter YebQ, major facilitator superfamily (MFS)	Transporter	TCDB	BLAT	P76269	Escherichia coli	the major facilitator superfamily (mfs).	2.A.1.3.17	16738553;9097040;9278503	100	100	99	1e-254
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.566		VBIEscCol313224_0566		Protease HtpX	Transporter	TCDB	BLAT	P23894	Escherichia coli (strain K12)	the integral membrane caax protease (caax protease) family.	9.B.1.1.6		100	100	99	1e-161
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.567		VBIEscCol313224_0567		Tail-specific protease precursor (EC 3.4.21.102)	Transporter	TCDB	BLAT	P23865	Escherichia coli (strain K12)	the two tunnel gated c-terminal processing protease (ctp) family.	9.B.174.1.2		100	99	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.569		VBIEscCol313224_0569		Free methionine-(R)-sulfoxide reductase, contains GAF domain	Drug Target	DrugBank	BLAT	P76270	Escherichia coli (strain K12)	2-(N-Morpholino)-Ethanesulfonic Acid	Drug target		100	100	97	4e-88
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.570		VBIEscCol313224_0570		Inner membrane protein YebS	Transporter	TCDB	BLAT	P0AD03	Escherichia coli (strain K12)	the intermembrane phospholipid translocase (impl-t) family.	9.A.69.1.2		99	96	99	1e-242
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.571		VBIEscCol313224_0571		Uncharacterized protein YebT	Transporter	TCDB	BLAT	P76272	Escherichia coli (strain K12)	the intermembrane phospholipid translocase (impl-t) family.	9.A.69.1.2		99	100	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.574		VBIEscCol313224_0574		Serine/threonine protein phosphatase 1 (EC 3.1.3.16)	Drug Target	TTD	BLAT	TTDR00900					100	100	97	1e-130
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.577		VBIEscCol313224_0577		Copper resistance protein CopD	Transporter	TCDB	BLAT	P76278	Escherichia coli (strain K12)	the copper resistance (copd) family.	9.B.62.1.4		100	100	98	1e-166
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.582		VBIEscCol313224_0582		Protease II (EC 3.4.21.83)	Drug Target	TTD	BLAT	TTDR00816					100	100	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.586		VBIEscCol313224_0586		Formate-dependent phosphoribosylglycinamide formyltransferase	Drug Target	DrugBank	BLAT	P33221	Escherichia coli (strain K12)	"""Glycinamide Ribonucleotide;Phosphothiophosphoric Acid-Adenylate Ester;3[N-Morpholino]Propane Sulfonic Acid;Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate;Phosphoaminophosphonic Acid-Adenylate Ester"""	Drug target		100	100	98	1e-220
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.587		VBIEscCol313224_0587		4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	Drug Target	DrugBank	BLAT	P0A955	Escherichia coli (strain K12)	Citric Acid	Drug target		100	100	100	1e-116
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.593		VBIEscCol313224_0593		Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243)	Virulence Factor	PATRIC_VF	BLAT	SFK218_2097	Shigella flexneri K-218		LPS (Lipopolysaccharide)	11994481	98	96	99	1e-189
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.593		VBIEscCol313224_0593		Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243)	Virulence Factor	Victors	BLAT	30063266	Shigella flexneri 2a str. 2457T				100	100	99	1e-191
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.595		VBIEscCol313224_0595		Zinc ABC transporter, substrate-binding protein ZnuA	Transporter	TCDB	BLAT	P39172	Escherichia coli	the atp-binding cassette (abc) superfamily.	3.A.1.15.5	15919996;16159766;16738553;2842314;7984428;9097040;9278503;9298646;9600841;9680209	88	100	98	1e-176
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.596		VBIEscCol313224_0596		Zinc ABC transporter, ATP-binding protein ZnuC	Transporter	TCDB	BLAT	P0A9X1	Escherichia coli	the atp-binding cassette (abc) superfamily.	3.A.1.15.5	15919996;16159766;16738553;2842314;7984428;9097040;9278503;9298646;9600841;9680209	100	100	100	1e-142
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.596		VBIEscCol313224_0596		Zinc ABC transporter, ATP-binding protein ZnuC	Virulence Factor	PATRIC_VF	BLAT	STM14_2301	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		Virulence	12117991;21219981	98	98	95	1e-135
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.596		VBIEscCol313224_0596		Zinc ABC transporter, ATP-binding protein ZnuC	Virulence Factor	Victors	BLAT	39546331	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2			21219981	98	98	95	1e-135
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.597		VBIEscCol313224_0597		Zinc ABC transporter, permease protein ZnuB	Transporter	TCDB	BLAT	P39832	Escherichia coli	the atp-binding cassette (abc) superfamily.	3.A.1.15.5	15919996;16159766;16738553;2842314;7984428;9097040;9278503;9298646;9600841;9680209	100	100	99	1e-140
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.597		VBIEscCol313224_0597		Zinc ABC transporter, permease protein ZnuB	Virulence Factor	PATRIC_VF	BLAT	STM14_2302	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		Virulence	21219981	100	100	96	1e-137
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.597		VBIEscCol313224_0597		Zinc ABC transporter, permease protein ZnuB	Virulence Factor	Victors	BLAT	16765235	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2			21219981	100	100	96	1e-137
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.598		VBIEscCol313224_0598		Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	Virulence Factor	PATRIC_VF	BLAT	SL1344_1828	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		Intracellular survival and replication	20670908	91	99	97	1e-169
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.598		VBIEscCol313224_0598		Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	Virulence Factor	Victors	BLAT	16765236	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2			20670908	100	100	96	1e-183
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.610		VBIEscCol313224_0610		Trimethylamine-N-oxide reductase (EC 1.7.2.3), TorZ	Transporter	TCDB	BLAT	P58362	Escherichia coli O157:H7	the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.	5.A.3.4.2	11004177;11206551;11258796;16738553;8919859;9097040;9278503	100	100	98	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.611		VBIEscCol313224_0611		Trimethylamine-N-oxide reductase associated c-type cytochrome, TorY	Transporter	TCDB	BLAT	P52005	Escherichia coli	the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.	5.A.3.4.2	11004177;11206551;11258796;16738553;8919859;9097040;9278503	100	100	98	1e-214
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.612		VBIEscCol313224_0612		Cytoplasmic copper homeostasis protein CutC	Transporter	TCDB	BLAT	P67826	Escherichia coli (strain K12)	the cut copper homeostasis (cut) family.	9.B.158.1.2		100	100	98	1e-138
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.616		VBIEscCol313224_0616		Flagellar biosynthesis protein FlhA	Transporter	TCDB	BLAT	P76298	Escherichia coli (strain K12)	"""the proposed flagellar biosynthesis na+ channel, flah (flah) family."""	1.A.104.1.1		100	100	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.617		VBIEscCol313224_0617		Flagellar biosynthesis protein FlhB	Transporter	TCDB	BLAT	P40727	Salmonella typhimurium	the type iii (virulence-related) secretory pathway (iiisp) family.	3.A.6.2.1	11677609;1551848;1646201;2544561;2656645;3298217;8002587;8491729;9324257	98	97	90	1e-199
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.625		VBIEscCol313224_0625		Short-chain fatty acids transporter	Transporter	TCDB	BLAT	P76460	Escherichia coli	the short chain fatty acid uptake (atoe) family.	2.A.73.1.1	15919996;16738553;9097040;9278503	100	100	100	1e-256
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.626		VBIEscCol313224_0626		Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Human Homolog	Human	BLASTP	NP_005882.2	Homo sapiens				98	97	54	5e-138
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.632		VBIEscCol313224_0632		DNA gyrase subunit A (EC 5.99.1.3)	Antibiotic Resistance	CARD	BLAT	AAC75291.1	Escherichia coli str. K-12 substr. MG1655		antibiotic resistant gene variant or mutant;fluoroquinolone resistance gene		100	100	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.632		VBIEscCol313224_0632		DNA gyrase subunit A (EC 5.99.1.3)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic target in susceptible species	9293187				
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.632		VBIEscCol313224_0632		DNA gyrase subunit A (EC 5.99.1.3)	Drug Target	DrugBank	BLAT	P0AES4	Escherichia coli (strain K12)	Ciprofloxacin	Drug target		100	100	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.632		VBIEscCol313224_0632		DNA gyrase subunit A (EC 5.99.1.3)	Virulence Factor	Victors	BLAT	16765599	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2			15542179	99	99	91	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.637		VBIEscCol313224_0637		Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	Drug Target	DrugBank	BLAT	P69924	Escherichia coli (strain K12)	Glycerol	Drug target		100	100	99	1e-220
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.641		VBIEscCol313224_0641		Glycerol-3-phosphate transporter	Antibiotic Resistance	CARD	BLAT	CDJ72593	Escherichia coli str. K-12 substr. MC4100		antibiotic resistant gene variant or mutant;fosfomycin resistance gene		100	100	99	1e-275
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.641		VBIEscCol313224_0641		Glycerol-3-phosphate transporter	Transporter	TCDB	BLAT	P08194	Escherichia coli	the major facilitator superfamily (mfs).	2.A.1.4.3	12893936;15919996;16738553;3141744;3329281;9205837;9278503	100	100	99	1e-275
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.648		VBIEscCol313224_0648		L-rhamnonate transporter (predicted by genome context)	Transporter	TCDB	BLAT	P76470	Escherichia coli (strain K12)	the major facilitator superfamily (mfs).	2.A.1.14.35	15919996;16738553;9205837;9278503	100	100	98	1e-243
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.652		VBIEscCol313224_0652		Uncharacterized outer membrane protein YfaZ	Transporter	TCDB	BLAT	Q8XE01	Escherichia coli O157:H7	the putative beta barrel porin-5 (bbp5) superfamily.	1.B.68.1.1		100	96	96	1e-97
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.655		VBIEscCol313224_0655		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87)	Drug Target	DrugBank	BLAT	Q8ZNF3	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	"""D-[3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl]-N,O-cycloserylamide;Pyridoxamine-5'-Phosphate"""	Drug target		98	100	82	1e-184
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.656		VBIEscCol313224_0656		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)	Antibiotic Resistance	CARD	BLAT	AAC75314.1	Escherichia coli str. K-12 substr. MG1655		gene altering cell wall charge conferring antibiotic resistance;polymyxin resistance gene		100	100	99	1e-183
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.656		VBIEscCol313224_0656		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)	Transporter	TCDB	BLAT	P77757	Escherichia coli (strain K12)	the glycosyl transferase 2 (gt2) family.	4.D.2.1.8		100	100	99	1e-183
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.657		VBIEscCol313224_0657		UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)	Antibiotic Resistance	CARD	BLAT	AAC75315.1	Escherichia coli str. K-12 substr. MG1655		gene altering cell wall charge conferring antibiotic resistance;polymyxin resistance gene		100	100	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.657		VBIEscCol313224_0657		UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)	Drug Target	DrugBank	BLAT	P77398	Escherichia coli (strain K12)	(6R)-Folinic acid;Uridine-5'-Monophosphate	Drug target		100	100	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.659		VBIEscCol313224_0659		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) @ Polymyxin resistance protein PmrK	Transporter	TCDB	BLAT	p76473	Escherichia coli (strain K12)	the integral membrane glycosyltransferase family 39 (gt39) family.	9.B.142.2.9		100	100	98	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.660		VBIEscCol313224_0660		Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE	Transporter	TCDB	BLAT	Q47377	Escherichia coli (strain K12)	the drug/metabolite transporter (dmt) superfamily.	2.A.7.22.1	15569938;15919996;16738553;17928292;8626063;9278503	100	100	97	1e-57
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.661		VBIEscCol313224_0661		Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF	Transporter	TCDB	BLAT	P76474	Escherichia coli (strain K12)	the drug/metabolite transporter (dmt) superfamily.	2.A.7.22.1	15569938;15919996;16738553;17928292;8626063;9278503	100	100	99	1e-67
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.664		VBIEscCol313224_0664		O-succinylbenzoate synthase (EC 4.2.1.113)	Drug Target	DrugBank	BLAT	P29208	Escherichia coli (strain K12)	"""O-Succinylbenzoate;2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID"""	Drug target		100	100	97	1e-181
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.672		VBIEscCol313224_0672		Putative von Willebrand factor, vWF type A domain protein STM2315	Transporter	TCDB	BLAT	P76481	Escherichia coli (strain K12)	the epithelial chloride channel (e-clc) family.	1.A.13.2.3	16738553;9278503	81	81	96	1e-262
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.675		VBIEscCol313224_0675		NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	Transporter	TCDB	BLAT	P0AFF0	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	99	1e-275
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.676		VBIEscCol313224_0676		NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	Transporter	TCDB	BLAT	P0AFE8	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	99	1e-301
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.677		VBIEscCol313224_0677		NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	Transporter	TCDB	BLAT	P33607	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	99	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.678		VBIEscCol313224_0678		NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	Transporter	TCDB	BLAT	P0AFE4	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	100	1e-47
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.679		VBIEscCol313224_0679		NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	Transporter	TCDB	BLAT	P0AFE0	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	100	1e-97
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.680		VBIEscCol313224_0680		NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	Transporter	TCDB	BLAT	P0AFD6	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	100	1e-106
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.681		VBIEscCol313224_0681		NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	Transporter	TCDB	BLAT	P0AFD4	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	99	1e-188
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.682		VBIEscCol313224_0682		NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	Transporter	TCDB	BLAT	P33602	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.682		VBIEscCol313224_0682		NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	Virulence Factor	PATRIC_VF	BLAT	STM2323.S	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		Virulence	12761123	100	100	94	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.682		VBIEscCol313224_0682		NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	Virulence Factor	Victors	BLAT	205353438	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91			9682335	100	100	94	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.683		VBIEscCol313224_0683		NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	Transporter	TCDB	BLAT	P31979	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	99	1e-269
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.684		VBIEscCol313224_0684		NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	Transporter	TCDB	BLAT	P0AFD1	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	100	2e-95
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.685		VBIEscCol313224_0685		NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	Transporter	TCDB	BLAT	P33599	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	99	100	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.686		VBIEscCol313224_0686		NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	Human Homolog	Human	BLASTP	NP_077718.3	Homo sapiens				66	69	54	1e-53
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.686		VBIEscCol313224_0686		NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	Transporter	TCDB	BLAT	P0AFC7	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	100	1e-128
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.687		VBIEscCol313224_0687		NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	Transporter	TCDB	BLAT	P0AFC3	Escherichia coli	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	3.D.1.1.1	11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646	100	100	100	2e-79
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.691		VBIEscCol313224_0691		Uncharacterized transporter YfbS	Transporter	TCDB	BLAT	P0AFU2	Escherichia coli (strain K12)	the divalent anion:na(+) symporter (dass) family.	2.A.47.4.8		100	100	100	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.698		VBIEscCol313224_0698		Uncharacterized protein YfcC	Transporter	TCDB	BLAT	P39263	Escherichia coli (strain K12)	the basic amino acid antiporter (arcd) family.	2.A.118.1.8		100	97	99	1e-283
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.701		VBIEscCol313224_0701		Probable glutathione S-transferase (EC 2.5.1.18), YfcF homolog	Transporter	TCDB	BLAT	B7LBF5	Escherichia coli (strain 55989 / EAEC)	the intracellular chloride channel (clic) family.	1.A.12.3.2		100	100	98	1e-120
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.714		VBIEscCol313224_0714		Osmoprotectant ABC transporter inner membrane protein YehW	Transporter	TCDB	BLAT	P33359	Escherichia coli (strain K12)	the atp-binding cassette (abc) superfamily.	3.A.1.12.15		100	100	97	1e-127
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.715		VBIEscCol313224_0715		Osmoprotectant ABC transporter ATP-binding subunit YehX	Transporter	TCDB	BLAT	P33360	Escherichia coli (strain K12)	the atp-binding cassette (abc) superfamily.	3.A.1.12.15		100	100	95	1e-165
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.716		VBIEscCol313224_0716		Osmoprotectant ABC transporter permease protein YehY	Transporter	TCDB	BLAT	P33361	Escherichia coli (strain K12)	the atp-binding cassette (abc) superfamily.	3.A.1.12.15		100	100	98	1e-215
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.717		VBIEscCol313224_0717		Osmoprotectant ABC transporter binding protein YehZ	Transporter	TCDB	BLAT	P33362	Escherichia coli (strain K12)	the atp-binding cassette (abc) superfamily.	3.A.1.12.15		100	100	96	1e-166
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.719		VBIEscCol313224_0719		Periplasmic beta-glucosidase (EC 3.2.1.21)	Virulence Factor	PATRIC_VF	BLAT	SL1344_2144	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		Virulence	16518469	100	100	92	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.719		VBIEscCol313224_0719		Periplasmic beta-glucosidase (EC 3.2.1.21)	Virulence Factor	Victors	BLAT	16765496	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2			16518469	100	100	92	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.721		VBIEscCol313224_0721		D-lactate dehydrogenase (EC 1.1.1.28)	Drug Target	DrugBank	BLAT	P06149	Escherichia coli (strain K12)	Hexachlorophene;Flavin adenine dinucleotide	Drug target		100	100	99	0.0
562.2284	Escherichia coli GSK2024	fig|562.2284.peg.722		VBIEscCol313224_0722		Murein-DD-endopeptidase (EC 3.4.99.-)	Drug Target	DrugBank	BLAT	P0AFI5	Escherichia coli (strain K12)	Cefoxitin	Drug target		99	100	99	1e-173
